무게,단가,날짜
0,0,2015-04-14
0,0,2015-04-15
204750,3466.272727,2015-04-16
31212,3686.818182,2015-04-17
101988,2694.545455,2015-04-18
0,0,2015-04-19
583980,2836.636364,2015-04-20
0,0,2015-04-21
21096,2896.181818,2015-04-22
549126,2421.090909,2015-04-23
793530,2292.181818,2015-04-24
230178,2437.545455,2015-04-25
0,0,2015-04-26
827142,2001.545455,2015-04-27
469908,2088.272727,2015-04-28
306090,2422.181818,2015-04-29
0,0,2015-04-30
0,0,2015-05-01
0,0,2015-05-02
0,0,2015-05-03
0,0,2015-05-04
0,0,2015-05-05
0,0,2015-05-06
0,0,2015-05-07
18,333.3636364,2015-05-08
18,50.54545455,2015-05-09
0,0,2015-05-10
11196,2497.090909,2015-05-11
54,1250,2015-05-12
306,2159.090909,2015-05-13
0,0,2015-05-14
0,0,2015-05-15
0,0,2015-05-16
0,0,2015-05-17
54,1111.090909,2015-05-18
0,0,2015-05-19
0,0,2015-05-20
0,0,2015-05-21
0,0,2015-05-22
0,0,2015-05-23
0,0,2015-05-24
0,0,2015-05-25
342,362.4545455,2015-05-26
0,0,2015-05-27
0,0,2015-05-28
0,0,2015-05-29
0,0,2015-05-30
0,0,2015-05-31
612,1455.363636,2015-06-01
0,0,2015-06-02
0,0,2015-06-03
0,0,2015-06-04
0,0,2015-06-05
0,0,2015-06-06
0,0,2015-06-07
6834,1470.636364,2015-06-08
8190,947.7272727,2015-06-09
34974,2174.090909,2015-06-10
25884,1658.272727,2015-06-11
64068,2971.818182,2015-06-12
23310,2334,2015-06-13
0,0,2015-06-14
0,0,2015-06-15
256086,1928.363636,2015-06-16
177300,2218.181818,2015-06-17
137040,3169.363636,2015-06-18
154914,2550.090909,2015-06-19
174102,3179.090909,2015-06-20
0,0,2015-06-21
335196,1770.272727,2015-06-22
135960,2857.454545,2015-06-23
195258,1662.181818,2015-06-24
249318,2280.545455,2015-06-25
274290,1593.272727,2015-06-26
29682,1121.090909,2015-06-27
0,0,2015-06-28
0,0,2015-06-29
39294,1805.909091,2015-06-30
0,0,2015-07-01
0,0,2015-07-02
0,0,2015-07-03
0,0,2015-07-04
0,0,2015-07-05
139902,2033.181818,2015-07-06
59100,2019,2015-07-07
97338,2061,2015-07-08
0,0,2015-07-09
201750,2595.181818,2015-07-10
74844,1019.272727,2015-07-11
0,0,2015-07-12
241590,822.6363636,2015-07-13
0,0,2015-07-14
108774,869.8181818,2015-07-15
171126,4002.909091,2015-07-16
91656,3585.090909,2015-07-17
11754,3059.909091,2015-07-18
0,0,2015-07-19
295590,1965.090909,2015-07-20
0,0,2015-07-21
325890,1701,2015-07-22
223272,1617.363636,2015-07-23
346752,1483.272727,2015-07-24
195384,1505.181818,2015-07-25
0,0,2015-07-26
340404,1326.545455,2015-07-27
141726,1248.727273,2015-07-28
298476,1268.363636,2015-07-29
0,0,2015-07-30
0,0,2015-07-31
0,0,2015-08-01
0,0,2015-08-02
0,0,2015-08-03
0,0,2015-08-04
151776,1645.454545,2015-08-05
321402,1444.545455,2015-08-06
398928,1489.181818,2015-08-07
347616,1183.272727,2015-08-08
0,0,2015-08-09
876756,1057.181818,2015-08-10
596982,1067.454545,2015-08-11
0,0,2015-08-12
0,0,2015-08-13
647514,1126.636364,2015-08-14
1053864,777.7272727,2015-08-15
0,0,2015-08-16
766278,463.0909091,2015-08-17
508620,1164.272727,2015-08-18
363138,1651.625,2015-08-19
275148,1259,2015-08-20
378060,1323.909091,2015-08-21
312576,1294.090909,2015-08-22
0,0,2015-08-23
677784,889.0909091,2015-08-24
234432,933,2015-08-25
35766,1018.181818,2015-08-26
283890,1320.090909,2015-08-27
141528,1494.909091,2015-08-28
0,0,2015-08-29
0,0,2015-08-30
0,0,2015-08-31
0,0,2015-09-01
0,0,2015-09-02
349020,1484.363636,2015-09-03
780192,1359.818182,2015-09-04
696372,1422.909091,2015-09-05
0,0,2015-09-06
341028,1511.090909,2015-09-07
510912,1367,2015-09-08
223812,1638.090909,2015-09-09
228348,1812.363636,2015-09-10
274770,1476.454545,2015-09-11
629658,1440.181818,2015-09-12
0,0,2015-09-13
749646,1125.818182,2015-09-14
844668,1726.636364,2015-09-15
238788,1713.818182,2015-09-16
514044,1669.818182,2015-09-17
377742,1475.545455,2015-09-18
207936,1557,2015-09-19
353322,1501.636364,2015-09-20
296334,1552.636364,2015-09-21
295272,1709.727273,2015-09-22
435738,1528.090909,2015-09-23
413136,1484.545455,2015-09-24
566196,1360.090909,2015-09-25
270354,904.9090909,2015-09-26
0,0,2015-09-27
0,0,2015-09-28
0,0,2015-09-29
0,0,2015-09-30
864,197.6363636,2015-10-01
2448,310.5454545,2015-10-02
3978,2142.272727,2015-10-03
151038,1858.818182,2015-10-04
224244,2187.181818,2015-10-05
543942,1534.272727,2015-10-06
538380,1689.818182,2015-10-07
544158,1562.090909,2015-10-08
217296,1431.181818,2015-10-09
567000,1694,2015-10-10
0,0,2015-10-11
339012,1270,2015-10-12
245286,1541.272727,2015-10-13
289530,1590,2015-10-14
546120,1795.636364,2015-10-15
108,444.4,2015-10-16
684726,1400.454545,2015-10-17
455310,1359.181818,2015-10-18
907128,1633.909091,2015-10-19
54,222.2,2015-10-20
401742,1732.363636,2015-10-21
691974,1753.272727,2015-10-22
760122,1645,2015-10-23
550062,1876,2015-10-24
454050,1735.454545,2015-10-25
563004,1663.363636,2015-10-26
54972,1744.454545,2015-10-27
0,0,2015-10-28
126,183.2727273,2015-10-29
0,0,2015-10-30
0,0,2015-10-31
0,0,2015-11-01
160668,1952.818182,2015-11-02
483696,1685.454545,2015-11-03
537270,1525.727273,2015-11-04
1087782,1634.636364,2015-11-05
809202,1537,2015-11-06
595602,1471.454545,2015-11-07
104706,1407.545455,2015-11-08
19548,741.9090909,2015-11-09
118044,2340.727273,2015-11-10
50670,2896.272727,2015-11-11
124758,2950.272727,2015-11-12
118368,1776.636364,2015-11-13
0,0,2015-11-14
2500512,1369,2015-11-15
0,0,2015-11-16
785190,2036.272727,2015-11-17
565878,2405.727273,2015-11-18
84672,2551.818182,2015-11-19
234,314.6,2015-11-20
268866,2196.818182,2015-11-21
163134,2020.272727,2015-11-22
65142,2347.636364,2015-11-23
483228,2394.636364,2015-11-24
253872,2550,2015-11-25
0,0,2015-11-26
1422,311.9090909,2015-11-27
0,0,2015-11-28
0,0,2015-11-29
72,328.2727273,2015-11-30
31104,2415.181818,2015-12-01
83664,3392.636364,2015-12-02
107106,2817.545455,2015-12-03
453348,2920.272727,2015-12-04
121698,1705.454545,2015-12-05
668070,2002,2015-12-06
1029024,1742.181818,2015-12-07
345648,1425.909091,2015-12-08
2043930,1352,2015-12-09
1977918,1184.454545,2015-12-10
914718,1235.545455,2015-12-11
21888,1393.727273,2015-12-12
0,0,2015-12-13
428130,1887.818182,2015-12-14
649356,1465.090909,2015-12-15
1608948,1245,2015-12-16
1082226,979.9090909,2015-12-17
165618,989.7272727,2015-12-18
445158,1331.727273,2015-12-19
806976,1675,2015-12-20
570438,1376.727273,2015-12-21
723060,1449.272727,2015-12-22
312228,1674.545455,2015-12-23
500310,1873.545455,2015-12-24
152946,1645.545455,2015-12-25
0,0,2015-12-26
0,0,2015-12-27
0,0,2015-12-28
0,0,2015-12-29
0,0,2015-12-30
155718,2390.818182,2015-12-31
0,0,2016-01-01
1098822,1653.454545,2016-01-02
0,0,2016-01-03
200274,2648.818182,2016-01-04
393312,2356.272727,2016-01-05
525474,1797.636364,2016-01-06
307284,1961.363636,2016-01-07
386064,1187.181818,2016-01-08
240684,3104.454545,2016-01-09
0,0,2016-01-10
288594,2518.454545,2016-01-11
801054,1908.909091,2016-01-12
451386,518.1818182,2016-01-13
1375128,1799.454545,2016-01-14
670266,2379.818182,2016-01-15
754386,1896.909091,2016-01-16
0,0,2016-01-17
1127178,1320.090909,2016-01-18
52830,1588.818182,2016-01-19
0,0,2016-01-20
23886,316.6363636,2016-01-21
164448,2121,2016-01-22
216294,3090.818182,2016-01-23
0,0,2016-01-24
107136,2452.636364,2016-01-25
0,0,2016-01-26
147258,2157.090909,2016-01-27
37512,2402.090909,2016-01-28
64602,2675.181818,2016-01-29
37674,2037.454545,2016-01-30
864,1841.272727,2016-01-31
2556,2859.818182,2016-02-01
27180,3567.272727,2016-02-02
1098,2806.636364,2016-02-03
71946,3541.454545,2016-02-04
159948,1750.818182,2016-02-05
23418,1503.636364,2016-02-06
0,0,2016-02-07
0,0,2016-02-08
0,0,2016-02-09
0,0,2016-02-10
0,0,2016-02-11
18864,2539.727273,2016-02-12
49482,2719.909091,2016-02-13
0,0,2016-02-14
527478,1475.909091,2016-02-15
0,0,2016-02-16
84564,3025.727273,2016-02-17
3852,3049.545455,2016-02-18
234342,2882.181818,2016-02-19
189414,2613.363636,2016-02-20
0,0,2016-02-21
180846,2453.454545,2016-02-22
0,0,2016-02-23
18,227.2727273,2016-02-24
0,0,2016-02-25
900,50.54545455,2016-02-26
9450,2614.909091,2016-02-27
0,0,2016-02-28
179892,2845.272727,2016-02-29
0,0,2016-03-01
36,101,2016-03-02
142506,2846.272727,2016-03-03
33678,2250.818182,2016-03-04
109728,2785.181818,2016-03-05
0,0,2016-03-06
193482,2519.090909,2016-03-07
64062,2903,2016-03-08
136062,3296.818182,2016-03-09
26676,3341.727273,2016-03-10
2934,1719.909091,2016-03-11
152532,2588.181818,2016-03-12
0,0,2016-03-13
413976,2261.181818,2016-03-14
252924,1543.545455,2016-03-15
366660,1934.363636,2016-03-16
159156,1966.727273,2016-03-17
92736,2237.727273,2016-03-18
91674,2621.181818,2016-03-19
0,0,2016-03-20
159408,3542.272727,2016-03-21
102780,3504.363636,2016-03-22
3672,4275.818182,2016-03-23
2772,180.0909091,2016-03-24
0,0,2016-03-25
0,0,2016-03-26
0,0,2016-03-27
0,0,2016-03-28
20010,4438.454545,2016-03-29
243144,5119.727273,2016-03-30
222690,3255.636364,2016-03-31
326772,3933.181818,2016-04-01
289710,3772,2016-04-02
0,0,2016-04-03
787902,2510,2016-04-04
338610,2222.727273,2016-04-05
50310,1862.363636,2016-04-06
201618,2998.636364,2016-04-07
18,30.27272727,2016-04-08
71478,2816.363636,2016-04-09
0,0,2016-04-10
91008,2518.090909,2016-04-11
125550,2508.454545,2016-04-12
102870,1694,2016-04-13
33768,2051.090909,2016-04-14
39492,2332.818182,2016-04-15
234972,2041.818182,2016-04-16
0,0,2016-04-17
234360,1846,2016-04-18
0,0,2016-04-19
137298,2851.181818,2016-04-20
171612,3155.636364,2016-04-21
0,0,2016-04-22
0,0,2016-04-23
0,0,2016-04-24
1620,116.1818182,2016-04-25
3744,66.81818182,2016-04-26
0,0,2016-04-27
0,0,2016-04-28
1836,52.27272727,2016-04-29
0,0,2016-04-30
0,0,2016-05-01
0,0,2016-05-02
0,0,2016-05-03
0,0,2016-05-04
0,0,2016-05-05
0,0,2016-05-06
0,0,2016-05-07
0,0,2016-05-08
0,0,2016-05-09
0,0,2016-05-10
0,0,2016-05-11
0,0,2016-05-12
2736,131.4545455,2016-05-13
0,0,2016-05-14
0,0,2016-05-15
0,0,2016-05-16
18,25.27272727,2016-05-17
486,65.63636364,2016-05-18
0,0,2016-05-19
18000,146.4545455,2016-05-20
0,0,2016-05-21
0,0,2016-05-22
9414,3320,2016-05-23
4518,255,2016-05-24
0,0,2016-05-25
22158,3297.454545,2016-05-26
186192,2132.727273,2016-05-27
275076,1687.727273,2016-05-28
0,0,2016-05-29
446220,1855.818182,2016-05-30
79800,1801.727273,2016-05-31
82584,2498.818182,2016-06-01
42768,2447.636364,2016-06-02
23976,2867.909091,2016-06-03
33264,2992,2016-06-04
0,0,2016-06-05
93426,2405.818182,2016-06-06
76038,2532.363636,2016-06-07
167382,1574.090909,2016-06-08
58002,2716.090909,2016-06-09
48348,2600.545455,2016-06-10
31950,3660.727273,2016-06-11
0,0,2016-06-12
174468,2854.454545,2016-06-13
21180,1401.727273,2016-06-14
6750,3037.727273,2016-06-15
21858,4043.363636,2016-06-16
31638,3692.454545,2016-06-17
21168,3112.545455,2016-06-18
0,0,2016-06-19
77994,1784.909091,2016-06-20
0,0,2016-06-21
0,0,2016-06-22
0,0,2016-06-23
3924,3539.545455,2016-06-24
32562,3865.181818,2016-06-25
160956,3239.909091,2016-06-26
45216,3856.636364,2016-06-27
168984,2570.090909,2016-06-28
161172,2488,2016-06-29
52938,2465.818182,2016-06-30
268578,1611.454545,2016-07-01
193338,1374.727273,2016-07-02
0,0,2016-07-03
164088,1421.727273,2016-07-04
90666,2080.272727,2016-07-05
175950,1735,2016-07-06
103164,2330.454545,2016-07-07
99426,2294,2016-07-08
141192,1893.090909,2016-07-09
116838,1529.272727,2016-07-10
186678,1622.818182,2016-07-11
42192,2107,2016-07-12
136350,1982.090909,2016-07-13
168354,1890.727273,2016-07-14
74442,2215.636364,2016-07-15
133002,1892.545455,2016-07-16
86868,2140.818182,2016-07-17
119844,2646,2016-07-18
0,0,2016-07-19
0,0,2016-07-20
0,0,2016-07-21
0,0,2016-07-22
0,0,2016-07-23
42552,1768.181818,2016-07-24
243576,1461.909091,2016-07-25
461934,1790.909091,2016-07-26
171990,2388.909091,2016-07-27
97632,2828.363636,2016-07-28
348912,1628.454545,2016-07-29
398328,823.6363636,2016-07-30
324486,1143.363636,2016-07-31
350166,1061.272727,2016-08-01
398124,1031.454545,2016-08-02
921612,984.3636364,2016-08-03
525348,923.2727273,2016-08-04
430800,1094.909091,2016-08-05
202284,1408.636364,2016-08-06
213252,1012.454545,2016-08-07
545046,845.5454545,2016-08-08
398736,988,2016-08-09
341070,615.2727273,2016-08-10
431820,887.3636364,2016-08-11
520716,1104.727273,2016-08-12
726390,588.0909091,2016-08-13
488424,971.4545455,2016-08-14
668370,1260.909091,2016-08-15
131670,1853,2016-08-16
98220,1922.909091,2016-08-17
0,0,2016-08-18
0,0,2016-08-19
0,0,2016-08-20
0,0,2016-08-21
0,0,2016-08-22
113310,1899.727273,2016-08-23
485958,1252.272727,2016-08-24
261198,1317.636364,2016-08-25
230148,1335.636364,2016-08-26
278478,1718.818182,2016-08-27
169062,1328.363636,2016-08-28
133740,2091.272727,2016-08-29
12474,1647.818182,2016-08-30
6804,1567.636364,2016-08-31
0,0,2016-09-01
582420,2109,2016-09-02
1069056,1513.090909,2016-09-03
0,0,2016-09-04
999282,905.0909091,2016-09-05
350838,1596.090909,2016-09-06
572040,1694.363636,2016-09-07
921636,1438.636364,2016-09-08
628380,1390,2016-09-09
396396,1037,2016-09-10
632994,1323.727273,2016-09-11
516804,1560.272727,2016-09-12
849024,1161.363636,2016-09-13
0,0,2016-09-14
0,0,2016-09-15
0,0,2016-09-16
0,0,2016-09-17
0,0,2016-09-18
160248,595.5454545,2016-09-19
2232,134.3636364,2016-09-20
0,0,2016-09-21
603054,1755.181818,2016-09-22
1035576,1186.454545,2016-09-23
925524,1220.181818,2016-09-24
0,0,2016-09-25
1044972,1039.636364,2016-09-26
851820,1208.545455,2016-09-27
898608,1111.090909,2016-09-28
911676,1102.818182,2016-09-29
660486,735.1818182,2016-09-30
344214,922.9090909,2016-10-01
511758,827.5454545,2016-10-02
1346940,922.9090909,2016-10-03
1306134,982.5454545,2016-10-04
565992,103.6363636,2016-10-05
538812,1016.181818,2016-10-06
875346,1436.909091,2016-10-07
562914,1541.454545,2016-10-08
335862,1559.272727,2016-10-09
775566,1771.363636,2016-10-10
369432,1989,2016-10-11
437340,1801,2016-10-12
950886,1684.818182,2016-10-13
1140972,1491.545455,2016-10-14
553806,1235,2016-10-15
0,0,2016-10-16
2736,135.3636364,2016-10-17
288,90.90909091,2016-10-18
0,0,2016-10-19
360,55.27272727,2016-10-20
436392,1989.363636,2016-10-21
271512,1756.363636,2016-10-22
144654,1686.272727,2016-10-23
152550,1964.545455,2016-10-24
231426,1751.181818,2016-10-25
1530708,1668,2016-10-26
1481868,1445.363636,2016-10-27
1476612,1348.727273,2016-10-28
542910,1513.363636,2016-10-29
152460,1710.636364,2016-10-30
84990,1343,2016-10-31
1217076,1786.727273,2016-11-01
964950,1914.909091,2016-11-02
656454,1758,2016-11-03
432126,1829.909091,2016-11-04
2362296,1259.272727,2016-11-05
1660734,1360.454545,2016-11-06
2163120,1303.909091,2016-11-07
1949460,1379.181818,2016-11-08
1257756,1915,2016-11-09
244872,175.8181818,2016-11-10
927534,2027.363636,2016-11-11
723498,761.3636364,2016-11-12
892350,2169.818182,2016-11-13
611070,2282.090909,2016-11-14
29184,105,2016-11-15
0,0,2016-11-16
0,0,2016-11-17
0,0,2016-11-18
0,0,2016-11-19
312534,2577.818182,2016-11-20
1206756,2107,2016-11-21
1979718,1958.090909,2016-11-22
910536,1732.545455,2016-11-23
205236,1649.909091,2016-11-24
3672,2543.181818,2016-11-25
1213092,1885.363636,2016-11-26
1627902,1566.818182,2016-11-27
1033488,1565.454545,2016-11-28
365892,1906.636364,2016-11-29
718914,1903.454545,2016-11-30
786798,1654.363636,2016-12-01
654750,1655.181818,2016-12-02
1403184,1586.545455,2016-12-03
938190,1591.545455,2016-12-04
1437066,1402.272727,2016-12-05
785214,1489.454545,2016-12-06
287442,1953.363636,2016-12-07
298584,2002.636364,2016-12-08
960900,1651.454545,2016-12-09
1339740,1772.545455,2016-12-10
159120,1641.727273,2016-12-11
305622,2248.727273,2016-12-12
110772,2655.090909,2016-12-13
0,0,2016-12-14
0,0,2016-12-15
180,116.1818182,2016-12-16
0,0,2016-12-17
0,0,2016-12-18
401598,1987.636364,2016-12-19
1186524,1671.818182,2016-12-20
1292304,1704.454545,2016-12-21
1707768,1594.636364,2016-12-22
874614,1626.818182,2016-12-23
0,0,2016-12-24
0,0,2016-12-25
459000,2095.363636,2016-12-26
1025172,1701.636364,2016-12-27
552132,1738.636364,2016-12-28
0,0,2016-12-29
1106190,1978.454545,2016-12-30
1081764,1397,2016-12-31
0,0,2017-01-01
1179660,1901.363636,2017-01-02
1318428,1930.363636,2017-01-03
1362858,1612.454545,2017-01-04
1307250,1782,2017-01-05
560592,1671.545455,2017-01-06
58344,1027.272727,2017-01-07
0,0,2017-01-08
65808,3118.090909,2017-01-09
23472,2470.272727,2017-01-10
293148,2393.272727,2017-01-11
109782,3172.272727,2017-01-12
16902,1674.363636,2017-01-13
100242,2259.636364,2017-01-14
0,0,2017-01-15
756,101,2017-01-16
105354,2902.545455,2017-01-17
243468,2855,2017-01-18
373194,2762.363636,2017-01-19
119538,3241.090909,2017-01-20
33948,2697,2017-01-21
0,0,2017-01-22
13158,2990.272727,2017-01-23
5958,2617,2017-01-24
36450,3439.181818,2017-01-25
135666,1980.727273,2017-01-26
0,0,2017-01-27
0,0,2017-01-28
0,0,2017-01-29
0,0,2017-01-30
0,0,2017-01-31
36,151.5454545,2017-02-01
16668,3418.545455,2017-02-02
188922,585.6363636,2017-02-03
99810,2893.545455,2017-02-04
0,0,2017-02-05
446418,2034.818182,2017-02-06
43164,2067.545455,2017-02-07
0,0,2017-02-08
0,0,2017-02-09
66666,54.18181818,2017-02-10
0,0,2017-02-11
0,0,2017-02-12
0,0,2017-02-13
0,0,2017-02-14
0,0,2017-02-15
0,0,2017-02-16
54486,3593.545455,2017-02-17
332742,2776.545455,2017-02-18
0,0,2017-02-19
90126,2903.545455,2017-02-20
264618,1131.909091,2017-02-21
0,0,2017-02-22
354096,2361.454545,2017-02-23
18774,1763.636364,2017-02-24
0,0,2017-02-25
0,0,2017-02-26
106560,3406,2017-02-27
35190,2941.818182,2017-02-28
46728,2814.090909,2017-03-01
40536,2680.545455,2017-03-02
144594,2183.909091,2017-03-03
486,1590,2017-03-04
0,0,2017-03-05
143262,2175.636364,2017-03-06
97308,1726.181818,2017-03-07
26424,1846.909091,2017-03-08
1998,1614.181818,2017-03-09
8046,2010.909091,2017-03-10
3708,3560.454545,2017-03-11
0,0,2017-03-12
270,249.1818182,2017-03-13
0,0,2017-03-14
1890,170.3636364,2017-03-15
0,0,2017-03-16
80964,3553.090909,2017-03-17
105228,2441.454545,2017-03-18
0,0,2017-03-19
337932,1844.090909,2017-03-20
41994,2225,2017-03-21
4896,1634.363636,2017-03-22
0,0,2017-03-23
24804,2934,2017-03-24
92160,2848.181818,2017-03-25
0,0,2017-03-26
292086,2376.181818,2017-03-27
17910,2464.727273,2017-03-28
0,0,2017-03-29
9396,2968.454545,2017-03-30
7164,3412.727273,2017-03-31
23040,3919.454545,2017-04-01
0,0,2017-04-02
144,423,2017-04-03
29934,3720.727273,2017-04-04
46818,2774.545455,2017-04-05
45918,3224.909091,2017-04-06
0,0,2017-04-07
0,0,2017-04-08
0,0,2017-04-09
3906,4287.090909,2017-04-10
0,0,2017-04-11
2700,55.54545455,2017-04-12
0,0,2017-04-13
0,0,2017-04-14
0,0,2017-04-15
0,0,2017-04-16
0,0,2017-04-17
2448,60.63636364,2017-04-18
0,0,2017-04-19
0,0,2017-04-20
2700,60.63636364,2017-04-21
0,0,2017-04-22
0,0,2017-04-23
0,0,2017-04-24
0,0,2017-04-25
0,0,2017-04-26
0,0,2017-04-27
1188,63.09090909,2017-04-28
0,0,2017-04-29
0,0,2017-04-30
0,0,2017-05-01
0,0,2017-05-02
0,0,2017-05-03
0,0,2017-05-04
0,0,2017-05-05
0,0,2017-05-06
0,0,2017-05-07
0,0,2017-05-08
0,0,2017-05-09
0,0,2017-05-10
5850,57.81818182,2017-05-11
198,58.27272727,2017-05-12
0,0,2017-05-13
0,0,2017-05-14
0,0,2017-05-15
9396,3574.636364,2017-05-16
20790,3071.454545,2017-05-17
0,0,2017-05-18
0,0,2017-05-19
2628,5439.636364,2017-05-20
0,0,2017-05-21
61776,3112.545455,2017-05-22
17298,3233.818182,2017-05-23
13410,3755.545455,2017-05-24
10332,1997.454545,2017-05-25
21330,3046.090909,2017-05-26
23238,3216.363636,2017-05-27
0,0,2017-05-28
99726,1582.545455,2017-05-29
115854,1628.454545,2017-05-30
127020,1063.727273,2017-05-31
43290,1440.272727,2017-06-01
104328,2420.636364,2017-06-02
45738,2384.181818,2017-06-03
0,0,2017-06-04
54540,2241.636364,2017-06-05
32022,1010.545455,2017-06-06
18144,2250.090909,2017-06-07
22644,3241.818182,2017-06-08
3906,1428.636364,2017-06-09
0,0,2017-06-10
0,0,2017-06-11
0,0,2017-06-12
0,0,2017-06-13
42102,2378,2017-06-14
91692,1973.909091,2017-06-15
56574,2294.090909,2017-06-16
16164,1766.454545,2017-06-17
0,0,2017-06-18
98964,2530.727273,2017-06-19
28536,3279.636364,2017-06-20
60138,2235.909091,2017-06-21
26796,2286.272727,2017-06-22
29934,2584.181818,2017-06-23
73344,2046.181818,2017-06-24
0,0,2017-06-25
215700,1167.727273,2017-06-26
248628,1091.818182,2017-06-27
130212,1549.545455,2017-06-28
131058,1433.363636,2017-06-29
156618,1512.636364,2017-06-30
6138,2623,2017-07-01
0,0,2017-07-02
253464,1805.272727,2017-07-03
49038,2143,2017-07-04
18,277.8181818,2017-07-05
26028,3033.545455,2017-07-06
90624,2016.909091,2017-07-07
44136,2612.909091,2017-07-08
0,0,2017-07-09
450,590.9090909,2017-07-10
0,0,2017-07-11
0,0,2017-07-12
1458,1168.272727,2017-07-13
70254,3062.272727,2017-07-14
191454,1889.545455,2017-07-15
0,0,2017-07-16
148500,1902.545455,2017-07-17
152820,1647,2017-07-18
249012,1323.090909,2017-07-19
178830,1432.272727,2017-07-20
86670,1772,2017-07-21
201384,915,2017-07-22
0,0,2017-07-23
1025424,721,2017-07-24
306948,704.9090909,2017-07-25
199602,1138.090909,2017-07-26
65268,1444.909091,2017-07-27
76824,1811.272727,2017-07-28
344268,1026.636364,2017-07-29
0,0,2017-07-30
1265694,616.0909091,2017-07-31
728580,873.5454545,2017-08-01
464136,1478.909091,2017-08-02
409050,1379.909091,2017-08-03
263502,1365.272727,2017-08-04
446040,864,2017-08-05
0,0,2017-08-06
137178,1418.363636,2017-08-07
0,0,2017-08-08
18,25.27272727,2017-08-09
0,0,2017-08-10
1332,536.8181818,2017-08-11
48654,2076.363636,2017-08-12
0,0,2017-08-13
714168,1184.818182,2017-08-14
108180,772.7272727,2017-08-15
784224,1070.272727,2017-08-16
546678,967.8181818,2017-08-17
425340,1005.454545,2017-08-18
307632,1084,2017-08-19
0,0,2017-08-20
837648,1104.545455,2017-08-21
953694,875.3636364,2017-08-22
340782,1404.090909,2017-08-23
467064,1019.818182,2017-08-24
423522,1078.090909,2017-08-25
309852,1158.272727,2017-08-26
0,0,2017-08-27
346206,1298.909091,2017-08-28
314904,1238.454545,2017-08-29
574038,1066,2017-08-30
156654,1140,2017-08-31
373230,1451.545455,2017-09-01
230742,1311.636364,2017-09-02
0,0,2017-09-03
796950,1529.090909,2017-09-04
665826,1585.909091,2017-09-05
414,151.5454545,2017-09-06
0,0,2017-09-07
0,0,2017-09-08
18,227.2727273,2017-09-09
0,0,2017-09-10
142488,1909.25,2017-09-11
403128,1519.333333,2017-09-12
119934,1783,2017-09-13
514548,1416.75,2017-09-14
290412,1456.5,2017-09-15
0,0,2017-09-16
0,0,2017-09-17
338076,1312.916667,2017-09-18
276192,1403,2017-09-19
384336,1486.416667,2017-09-20
553302,1214.75,2017-09-21
603522,1029.166667,2017-09-22
538794,1144.666667,2017-09-23
976572,990.5833333,2017-09-24
783036,1048.583333,2017-09-25
899748,1204.333333,2017-09-26
351276,1465,2017-09-27
276894,1075.666667,2017-09-28
351558,1642,2017-09-29
411552,1356.333333,2017-09-30
449766,1462.833333,2017-10-01
478038,1325,2017-10-02
0,0,2017-10-03
0,0,2017-10-04
0,0,2017-10-05
0,0,2017-10-06
0,0,2017-10-07
0,0,2017-10-08
0,0,2017-10-09
710742,1297.25,2017-10-10
685386,1230.333333,2017-10-11
270900,1339.333333,2017-10-12
185508,1340.083333,2017-10-13
153126,1210.583333,2017-10-14
0,0,2017-10-15
67194,1758.833333,2017-10-16
26568,1436.083333,2017-10-17
4392,909.9166667,2017-10-18
12024,3635.916667,2017-10-19
553938,1515.416667,2017-10-20
296604,1359.416667,2017-10-21
0,0,2017-10-22
474228,1227.333333,2017-10-23
199692,654.4166667,2017-10-24
147798,1749.75,2017-10-25
344304,1515.833333,2017-10-26
483444,1362.583333,2017-10-27
336510,1424.25,2017-10-28
243792,1443.083333,2017-10-29
128556,1956.333333,2017-10-30
486,202.4166667,2017-10-31
62208,2250.416667,2017-11-01
169326,2697.083333,2017-11-02
222606,2293.416667,2017-11-03
846,950.3333333,2017-11-04
0,0,2017-11-05
1458,993.1666667,2017-11-06
450,1589.416667,2017-11-07
90,50.91666667,2017-11-08
139734,2787.166667,2017-11-09
124542,2599.416667,2017-11-10
444438,2509.5,2017-11-11
162036,2463.083333,2017-11-12
1211562,2463.583333,2017-11-13
656364,2477.166667,2017-11-14
424782,2813.916667,2017-11-15
257562,2485.583333,2017-11-16
183294,1907.833333,2017-11-17
524214,1748.083333,2017-11-18
250950,1720.083333,2017-11-19
95112,2106.166667,2017-11-20
1129854,1906.25,2017-11-21
769788,1953.666667,2017-11-22
163620,2284,2017-11-23
422580,1822.5,2017-11-24
0,0,2017-11-25
159318,2577.833333,2017-11-26
169740,2236.25,2017-11-27
110910,2571.5,2017-11-28
254268,2422.75,2017-11-29
628344,2168.333333,2017-11-30
212352,2863.833333,2017-12-01
0,0,2017-12-02
0,0,2017-12-03
1368,1677.083333,2017-12-04
270,60.16666667,2017-12-05
972,120.3333333,2017-12-06
0,0,2017-12-07
558972,2428.166667,2017-12-08
984060,2085.916667,2017-12-09
0,0,2017-12-10
1483020,2380.083333,2017-12-11
2287788,1229.5,2017-12-12
1871826,1805.5,2017-12-13
1808214,1723.25,2017-12-14
1702614,1801.333333,2017-12-15
1847766,1231.083333,2017-12-16
1567806,1302.75,2017-12-17
2067630,1438.5,2017-12-18
121992,67.91666667,2017-12-19
