무게,단가,날짜
564426,1838.714286,2012-08-16
259716,2937.714286,2012-08-17
590754,3085.714286,2012-08-18
0,0,2012-08-19
956346,2555.428571,2012-08-20
382320,3013.142857,2012-08-21
269214,4008.571429,2012-08-22
387432,3789.857143,2012-08-23
200034,3589,2012-08-24
114444,3327.571429,2012-08-25
0,0,2012-08-26
431310,3155,2012-08-27
39942,2443.571429,2012-08-28
0,0,2012-08-29
67212,4051.285714,2012-08-30
59256,354,2012-08-31
0,0,2012-09-01
0,0,2012-09-02
11250,109.8571429,2012-09-03
1476,188.8571429,2012-09-04
36,95.28571429,2012-09-05
2574,107.1428571,2012-09-06
269874,3353,2012-09-07
326718,2682,2012-09-08
0,0,2012-09-09
479532,2584.714286,2012-09-10
312102,2329.285714,2012-09-11
352092,2629.571429,2012-09-12
496782,1910.714286,2012-09-13
469428,1755.857143,2012-09-14
218952,1999.142857,2012-09-15
590724,1757.857143,2012-09-16
54360,1898.571429,2012-09-17
486,904.8571429,2012-09-18
0,0,2012-09-19
466344,3862,2012-09-20
620880,2777.857143,2012-09-21
419562,2687.142857,2012-09-22
321654,2474.428571,2012-09-23
771810,1951.142857,2012-09-24
385704,2210.714286,2012-09-25
581706,1862.285714,2012-09-26
466218,1816.857143,2012-09-27
492660,1966.714286,2012-09-28
0,0,2012-09-29
0,0,2012-09-30
0,0,2012-10-01
0,0,2012-10-02
0,0,2012-10-03
1296,515.8571429,2012-10-04
450,1156.428571,2012-10-05
580932,2052.571429,2012-10-06
1730286,1565.714286,2012-10-07
464874,2124.571429,2012-10-08
415908,1952,2012-10-09
177804,2613,2012-10-10
361213,2310.571429,2012-10-11
479898,2253.285714,2012-10-12
261990,1963.857143,2012-10-13
817344,1980.571429,2012-10-14
492822,2193,2012-10-15
835470,1774.142857,2012-10-16
158364,1947.714286,2012-10-17
364428,2351.285714,2012-10-18
93780,3001.142857,2012-10-19
144003,2189,2012-10-20
522720,2368.714286,2012-10-21
933626,2042.142857,2012-10-22
748818,1761.142857,2012-10-23
202500,2573,2012-10-24
252972,2767.285714,2012-10-25
144072,3717.571429,2012-10-26
637812,2477.142857,2012-10-27
577782,2333.142857,2012-10-28
555192,2370.142857,2012-10-29
6810,325.5714286,2012-10-30
5490,329.7142857,2012-10-31
0,0,2012-11-01
18,119,2012-11-02
90,85.71428571,2012-11-03
47880,2763.714286,2012-11-04
1175040,1806.571429,2012-11-05
1246350,2646.571429,2012-11-06
546456,2898.714286,2012-11-07
101568,3246,2012-11-08
407055,2854.142857,2012-11-09
416016,2870,2012-11-10
862494,2425.25,2012-11-11
1550880,2670.285714,2012-11-12
4860,431.5714286,2012-11-13
24228,4622.142857,2012-11-14
14778,6002.714286,2012-11-15
902664,2161.571429,2012-11-16
1097250,1865,2012-11-17
270936,2533.285714,2012-11-18
196620,3783.571429,2012-11-19
291528,2957.571429,2012-11-20
116770,3383.142857,2012-11-21
524250,3166.428571,2012-11-22
961833,2644.714286,2012-11-23
339300,2946.714286,2012-11-24
34578,2631,2012-11-25
148122,3236.571429,2012-11-26
337248,3104.428571,2012-11-27
97923,3350.714286,2012-11-28
900,464.7142857,2012-11-29
0,0,2012-11-30
288,255.4285714,2012-12-01
0,0,2012-12-02
198,158.7142857,2012-12-03
726120,2785.571429,2012-12-04
36684,2832.428571,2012-12-05
187003,3918.285714,2012-12-06
13572,2676.714286,2012-12-07
422942,3006.714286,2012-12-08
0,0,2012-12-09
0,0,2012-12-10
1044,3402.285714,2012-12-11
918509,3321.714286,2012-12-12
255060,3159.285714,2012-12-13
1287828,2525.428571,2012-12-14
2242506,1329.142857,2012-12-15
979200,1280.857143,2012-12-16
1824588,946.5714286,2012-12-17
1892628,1560.714286,2012-12-18
1598346,2344.428571,2012-12-19
619758,2715.285714,2012-12-20
1572990,3063.428571,2012-12-21
422496,2697.571429,2012-12-22
683088,3168,2012-12-23
591426,3109.428571,2012-12-24
0,0,2012-12-25
3228144,3234.428571,2012-12-26
1610844,2605.857143,2012-12-27
1680895,2469.285714,2012-12-28
0,0,2012-12-29
0,0,2012-12-30
9702,257.8571429,2012-12-31
0,0,2013-01-01
1027872,4152.666667,2013-01-02
1049778,3326.857143,2013-01-03
385362,3149.857143,2013-01-04
866544,2398.571429,2013-01-05
0,0,2013-01-06
1156164,1123.571429,2013-01-07
1045404,1057.571429,2013-01-08
1107018,995.5714286,2013-01-09
900858,1115,2013-01-10
371772,2439,2013-01-11
690588,1217.714286,2013-01-12
0,0,2013-01-13
1609074,2256.714286,2013-01-14
1421568,1852.285714,2013-01-15
208008,2828.857143,2013-01-16
165295,2976.428571,2013-01-17
156510,2712.142857,2013-01-18
240588,2991.428571,2013-01-19
0,0,2013-01-20
1099188,2838.428571,2013-01-21
404748,3424.714286,2013-01-22
302994,3476.714286,2013-01-23
268416,2755.857143,2013-01-24
295272,3241.571429,2013-01-25
194724,4259.142857,2013-01-26
0,0,2013-01-27
725256,2686.285714,2013-01-28
53244,3779.428571,2013-01-29
127278,3986.571429,2013-01-30
535284,4953.285714,2013-01-31
224280,4764.142857,2013-02-01
230994,4478.714286,2013-02-02
59958,2617.857143,2013-02-03
236628,4375.571429,2013-02-04
468018,3231.857143,2013-02-05
304002,3913.285714,2013-02-06
229626,3203.571429,2013-02-07
87984,3527.571429,2013-02-08
0,0,2013-02-09
0,0,2013-02-10
0,0,2013-02-11
0,0,2013-02-12
0,0,2013-02-13
0,0,2013-02-14
310608,3919.571429,2013-02-15
357840,3212.285714,2013-02-16
0,0,2013-02-17
356274,3280.857143,2013-02-18
198972,3394.571429,2013-02-19
148518,3301.714286,2013-02-20
15138,2802.285714,2013-02-21
84294,3666.285714,2013-02-22
548226,4378.285714,2013-02-23
0,0,2013-02-24
207006,3348.142857,2013-02-25
1566,399.1428571,2013-02-26
3330,91.28571429,2013-02-27
810,79.42857143,2013-02-28
48996,2371,2013-03-01
205794,5261,2013-03-02
0,0,2013-03-03
135378,3371.142857,2013-03-04
285516,3707,2013-03-05
367824,3597.285714,2013-03-06
1028268,2739.714286,2013-03-07
834126,3331.714286,2013-03-08
412698,2805.714286,2013-03-09
0,0,2013-03-10
115722,4776.142857,2013-03-11
28890,3443.285714,2013-03-12
171396,3941.285714,2013-03-13
146160,3872.857143,2013-03-14
32064,101.1428571,2013-03-15
443724,2974.714286,2013-03-16
0,0,2013-03-17
437622,3474.142857,2013-03-18
104166,2955,2013-03-19
21168,4980.142857,2013-03-20
239988,3714.857143,2013-03-21
59376,91.85714286,2013-03-22
150144,1693.285714,2013-03-23
0,0,2013-03-24
265830,2390.285714,2013-03-25
213870,3894.857143,2013-03-26
9666,103.1428571,2013-03-27
0,0,2013-03-28
1638,246,2013-03-29
36,39.71428571,2013-03-30
0,0,2013-03-31
53136,5350.714286,2013-04-01
175950,5100.571429,2013-04-02
224676,4692.714286,2013-04-03
40050,3629,2013-04-04
263988,5593.285714,2013-04-05
428274,3501.714286,2013-04-06
0,0,2013-04-07
93120,2993.714286,2013-04-08
27810,3852.571429,2013-04-09
157230,4021.142857,2013-04-10
117432,3324.285714,2013-04-11
87120,3975.714286,2013-04-12
24012,4339.428571,2013-04-13
0,0,2013-04-14
75294,3238.857143,2013-04-15
85212,4268.428571,2013-04-16
28134,3376.428571,2013-04-17
166734,3470.142857,2013-04-18
73462,3426.714286,2013-04-19
111078,3061.571429,2013-04-20
0,0,2013-04-21
224568,3122.571429,2013-04-22
20142,3367.857143,2013-04-23
106860,5282.142857,2013-04-24
0,0,2013-04-25
10062,171.1428571,2013-04-26
0,0,2013-04-27
0,0,2013-04-28
0,0,2013-04-29
0,0,2013-04-30
0,0,2013-05-01
0,0,2013-05-02
22302,5047.571429,2013-05-03
0,0,2013-05-04
0,0,2013-05-05
10764,5003.571429,2013-05-06
0,0,2013-05-07
0,0,2013-05-08
0,0,2013-05-09
6030,5821.571429,2013-05-10
0,0,2013-05-11
0,0,2013-05-12
0,0,2013-05-13
0,0,2013-05-14
0,0,2013-05-15
0,0,2013-05-16
0,0,2013-05-17
0,0,2013-05-18
0,0,2013-05-19
7497,4608,2013-05-20
576,158.7142857,2013-05-21
919,168.7142857,2013-05-22
8064,4219.142857,2013-05-23
7758,4842,2013-05-24
306,115.1428571,2013-05-25
0,0,2013-05-26
0,0,2013-05-27
0,0,2013-05-28
0,0,2013-05-29
24702,5965.142857,2013-05-30
77514,6187.714286,2013-05-31
264618,3977.285714,2013-06-01
0,0,2013-06-02
265284,4429.714286,2013-06-03
130860,3849.857143,2013-06-04
66834,4483,2013-06-05
38484,4806.857143,2013-06-06
54936,4050.285714,2013-06-07
57708,5297.857143,2013-06-08
0,0,2013-06-09
40698,4525.285714,2013-06-10
4626,4284.571429,2013-06-11
12960,4752.571429,2013-06-12
6696,6447.714286,2013-06-13
2934,5880.142857,2013-06-14
39348,4577.714286,2013-06-15
0,0,2013-06-16
199140,3394,2013-06-17
102258,3388,2013-06-18
58572,4004.428571,2013-06-19
15426,4968.428571,2013-06-20
41706,4115,2013-06-21
73080,4444.714286,2013-06-22
0,0,2013-06-23
29400,3367.857143,2013-06-24
0,0,2013-06-25
0,0,2013-06-26
0,0,2013-06-27
0,0,2013-06-28
168768,3370.571429,2013-06-29
0,0,2013-06-30
142020,3304.571429,2013-07-01
47220,3530.857143,2013-07-02
38124,3388.714286,2013-07-03
56052,3450.571429,2013-07-04
39900,3762.571429,2013-07-05
38484,3996.857143,2013-07-06
0,0,2013-07-07
72360,3771,2013-07-08
92520,3203.285714,2013-07-09
110406,3706.142857,2013-07-10
172170,3080.428571,2013-07-11
115392,2810.714286,2013-07-12
210840,2133.142857,2013-07-13
0,0,2013-07-14
399054,2408.857143,2013-07-15
127854,2595.285714,2013-07-16
99630,3164.285714,2013-07-17
113562,3084,2013-07-18
113772,3421.285714,2013-07-19
186966,2996,2013-07-20
0,0,2013-07-21
364434,2324.428571,2013-07-22
0,0,2013-07-23
0,0,2013-07-24
1800,230.1428571,2013-07-25
3996,296.8571429,2013-07-26
0,0,2013-07-27
0,0,2013-07-28
682578,2241,2013-07-29
278754,1814,2013-07-30
260118,1792.714286,2013-07-31
174600,1865.571429,2013-08-01
246570,1884.714286,2013-08-02
379410,2557.142857,2013-08-03
0,0,2013-08-04
783972,1456.857143,2013-08-05
561144,1644.428571,2013-08-06
357084,1851.142857,2013-08-07
124956,2087.857143,2013-08-08
387162,1697.857143,2013-08-09
616206,1864.857143,2013-08-10
0,0,2013-08-11
379902,1565.285714,2013-08-12
675828,1410.285714,2013-08-13
404004,1450.428571,2013-08-14
334584,1380.857143,2013-08-15
388800,2171,2013-08-16
316368,2769.285714,2013-08-17
0,0,2013-08-18
491352,2980,2013-08-19
56304,2634.428571,2013-08-20
183108,2661.428571,2013-08-21
0,0,2013-08-22
0,0,2013-08-23
486,305.7142857,2013-08-24
0,0,2013-08-25
19764,111.4285714,2013-08-26
79092,2948,2013-08-27
386028,2563.285714,2013-08-28
947838,1996.285714,2013-08-29
0,0,2013-08-30
330912,2495.714286,2013-08-31
0,0,2013-09-01
565434,2027.857143,2013-09-02
192150,2713.285714,2013-09-03
368850,2458.428571,2013-09-04
323010,2172.571429,2013-09-05
359880,1977.285714,2013-09-06
546048,2438,2013-09-07
0,0,2013-09-08
1940220,1266.714286,2013-09-09
1279440,1701.857143,2013-09-10
1424814,1876.142857,2013-09-11
0,0,2013-09-12
712389,2052.857143,2013-09-13
1400097,1426.428571,2013-09-14
1271463,1175.142857,2013-09-15
731892,1582,2013-09-16
287292,1763.714286,2013-09-17
88050,1621.428571,2013-09-18
0,0,2013-09-19
0,0,2013-09-20
0,0,2013-09-21
0,0,2013-09-22
19188,183.8571429,2013-09-23
28206,342.4285714,2013-09-24
303948,2734.571429,2013-09-25
368442,2755.285714,2013-09-26
259848,2784.571429,2013-09-27
453186,2862.428571,2013-09-28
0,0,2013-09-29
424476,2315.142857,2013-09-30
274833,2224.142857,2013-10-01
707340,2271.857143,2013-10-02
1147032,1954.571429,2013-10-03
252882,1955.285714,2013-10-04
182772,2556.571429,2013-10-05
157590,2744.285714,2013-10-06
390582,2040.142857,2013-10-07
386556,2138.142857,2013-10-08
62982,2211,2013-10-09
32562,2535.571429,2013-10-10
228456,2554.571429,2013-10-11
654318,2164.714286,2013-10-12
355680,2005,2013-10-13
827154,2286.571429,2013-10-14
121993,2675.857143,2013-10-15
442314,2808.857143,2013-10-16
162846,3238.857143,2013-10-17
394920,3222.428571,2013-10-18
115848,3462.428571,2013-10-19
0,0,2013-10-20
378,204.8571429,2013-10-21
1098,164.2857143,2013-10-22
18,174.5714286,2013-10-23
1008,404,2013-10-24
324,283.4285714,2013-10-25
666,421.8571429,2013-10-26
0,0,2013-10-27
15930,5164.857143,2013-10-28
196938,3067.428571,2013-10-29
690894,2488,2013-10-30
1472754,2398.571429,2013-10-31
434880,2961.142857,2013-11-01
434250,2280.285714,2013-11-02
1397286,2201.857143,2013-11-03
926280,2339.714286,2013-11-04
278874,2798.285714,2013-11-05
172158,2547.857143,2013-11-06
156474,2858.142857,2013-11-07
399132,3042.428571,2013-11-08
0,0,2013-11-09
147060,3372.428571,2013-11-10
91692,3011.428571,2013-11-11
1224,1287,2013-11-12
3312,3407.142857,2013-11-13
50670,1982.571429,2013-11-14
159264,3523.714286,2013-11-15
2017230,2567,2013-11-16
702432,2759.571429,2013-11-17
183,605.5714286,2013-11-18
0,0,2013-11-19
900,125,2013-11-20
162,187.5,2013-11-21
93,559.875,2013-11-22
101952,2920.25,2013-11-23
1031418,2513.625,2013-11-24
1529394,1902,2013-11-25
940464,2120.875,2013-11-26
19800,1889.625,2013-11-27
552852,2224.5,2013-11-28
90594,2157.875,2013-11-29
0,0,2013-11-30
965448,2151.75,2013-12-01
1054944,2046.75,2013-12-02
1226688,2672.875,2013-12-03
342054,2506.125,2013-12-04
968040,2073.875,2013-12-05
913898,2030.375,2013-12-06
556578,1719.75,2013-12-07
149616,2142.125,2013-12-08
805182,2092,2013-12-09
814506,2013.25,2013-12-10
357300,1649.5,2013-12-11
145458,3012.125,2013-12-12
72,48.625,2013-12-13
984744,2585.375,2013-12-14
1412544,1748.25,2013-12-15
1716503,2711.5,2013-12-16
724284,2871,2013-12-17
0,0,2013-12-18
36,152.75,2013-12-19
144,208.25,2013-12-20
2160,83.375,2013-12-21
0,0,2013-12-22
313974,2999.875,2013-12-23
1912806,2840.625,2013-12-24
794448,2523.625,2013-12-25
0,0,2013-12-26
773244,2686,2013-12-27
241242,2826.125,2013-12-28
91260,2677.5,2013-12-29
46494,3262.75,2013-12-30
494784,3503,2013-12-31
0,0,2014-01-01
804456,4370.714286,2014-01-02
763776,3671.428571,2014-01-03
856476,4829.714286,2014-01-04
0,0,2014-01-05
114120,5155.142857,2014-01-06
21654,4119.714286,2014-01-07
61632,2958.571429,2014-01-08
453852,5378.285714,2014-01-09
0,0,2014-01-10
30498,3385.714286,2014-01-11
0,0,2014-01-12
363438,4891.571429,2014-01-13
199656,3602.571429,2014-01-14
160668,3032.571429,2014-01-15
101970,3373.714286,2014-01-16
6912,4841,2014-01-17
80982,5303,2014-01-18
12438,3121.857143,2014-01-19
41472,5006,2014-01-20
30834,5104.714286,2014-01-21
0,0,2014-01-22
41274,2107.142857,2014-01-23
26964,6921,2014-01-24
71082,5785.571429,2014-01-25
268110,3519.285714,2014-01-26
3078,2111.142857,2014-01-27
146412,3996.714286,2014-01-28
78588,4268.714286,2014-01-29
0,0,2014-01-30
0,0,2014-01-31
0,0,2014-02-01
0,0,2014-02-02
0,0,2014-02-03
0,0,2014-02-04
5850,909.8571429,2014-02-05
22230,5001.714286,2014-02-06
0,0,2014-02-07
51840,3411.285714,2014-02-08
0,0,2014-02-09
24570,2912.142857,2014-02-10
338022,4275.714286,2014-02-11
124290,4504.285714,2014-02-12
467694,4096.714286,2014-02-13
120390,3568.714286,2014-02-14
38,90.28571429,2014-02-15
0,0,2014-02-16
36,158.7142857,2014-02-17
450,308.5714286,2014-02-18
270,258.7142857,2014-02-19
0,0,2014-02-20
472212,4985.857143,2014-02-21
331254,4191.428571,2014-02-22
0,0,2014-02-23
214887,3298.285714,2014-02-24
167600,3311.571429,2014-02-25
175032,5345.571429,2014-02-26
284897,3998.857143,2014-02-27
42588,3772.142857,2014-02-28
22572,6751,2014-03-01
0,0,2014-03-02
50868,5278.571429,2014-03-03
22536,6990.428571,2014-03-04
87750,5965.571429,2014-03-05
332028,6148.428571,2014-03-06
12348,132.4285714,2014-03-07
317394,6003.285714,2014-03-08
0,0,2014-03-09
293004,5806.428571,2014-03-10
132714,5309.571429,2014-03-11
25074,5712.142857,2014-03-12
0,0,2014-03-13
10368,3809.714286,2014-03-14
61614,2944.142857,2014-03-15
0,0,2014-03-16
4050,174.5714286,2014-03-17
72,186.5714286,2014-03-18
216,1071.428571,2014-03-19
72,339.2857143,2014-03-20
48294,5457.571429,2014-03-21
0,0,2014-03-22
0,0,2014-03-23
277596,5758,2014-03-24
149472,4394,2014-03-25
46047,6599.714286,2014-03-26
0,0,2014-03-27
98010,6046.714286,2014-03-28
97794,6116.714286,2014-03-29
0,0,2014-03-30
195750,4399,2014-03-31
309942,3870,2014-04-01
444384,4095.571429,2014-04-02
179712,5120.857143,2014-04-03
69192,6499.285714,2014-04-04
19242,6411.428571,2014-04-05
0,0,2014-04-06
59814,6135.857143,2014-04-07
26838,6217.571429,2014-04-08
15426,5421.857143,2014-04-09
14346,6406.714286,2014-04-10
17298,4887.571429,2014-04-11
63486,8094.571429,2014-04-12
0,0,2014-04-13
76536,6291.857143,2014-04-14
49464,238,2014-04-15
0,0,2014-04-16
0,0,2014-04-17
0,0,2014-04-18
324,289.4285714,2014-04-19
0,0,2014-04-20
0,0,2014-04-21
0,0,2014-04-22
0,0,2014-04-23
900,222.2857143,2014-04-24
43362,7323.428571,2014-04-25
2664,806.4285714,2014-04-26
0,0,2014-04-27
0,0,2014-04-28
0,0,2014-04-29
0,0,2014-04-30
0,0,2014-05-01
18,396.8571429,2014-05-02
0,0,2014-05-03
0,0,2014-05-04
0,0,2014-05-05
0,0,2014-05-06
0,0,2014-05-07
0,0,2014-05-08
0,0,2014-05-09
0,0,2014-05-10
0,0,2014-05-11
0,0,2014-05-12
2970,248.2857143,2014-05-13
0,0,2014-05-14
0,0,2014-05-15
0,0,2014-05-16
90,119,2014-05-17
0,0,2014-05-18
0,0,2014-05-19
7956,7038.714286,2014-05-20
30756,5997,2014-05-21
54456,6682.714286,2014-05-22
18126,3614.714286,2014-05-23
23676,4724,2014-05-24
0,0,2014-05-25
45774,6219.285714,2014-05-26
216,5218.285714,2014-05-27
115188,4325.428571,2014-05-28
0,0,2014-05-29
10404,4150,2014-05-30
25092,4087.142857,2014-05-31
0,0,2014-06-01
104706,4004,2014-06-02
47508,3330.714286,2014-06-03
0,0,2014-06-04
3150,2909.428571,2014-06-05
0,0,2014-06-06
2472,654.7142857,2014-06-07
0,0,2014-06-08
96204,4873.142857,2014-06-09
0,0,2014-06-10
22734,5412.571429,2014-06-11
9210,6359.142857,2014-06-12
0,0,2014-06-13
0,0,2014-06-14
0,0,2014-06-15
0,0,2014-06-16
23472,1107.428571,2014-06-17
21168,4723.285714,2014-06-18
17640,7442.857143,2014-06-19
51282,5417.714286,2014-06-20
48204,6022.428571,2014-06-21
0,0,2014-06-22
48546,4480,2014-06-23
0,0,2014-06-24
35496,5498.571429,2014-06-25
25974,5661.428571,2014-06-26
40014,6134,2014-06-27
33984,4460.142857,2014-06-28
0,0,2014-06-29
20286,6303.571429,2014-06-30
24120,4708.142857,2014-07-01
76122,4462.857143,2014-07-02
58716,4682.714286,2014-07-03
21222,4535.571429,2014-07-04
87480,3541,2014-07-05
0,0,2014-07-06
266265,2806.142857,2014-07-07
190146,3062,2014-07-08
20430,2413.428571,2014-07-09
0,0,2014-07-10
0,0,2014-07-11
0,0,2014-07-12
0,0,2014-07-13
0,0,2014-07-14
0,0,2014-07-15
83394,2931.857143,2014-07-16
545292,2405.571429,2014-07-17
62532,2850.857143,2014-07-18
236790,1694,2014-07-19
0,0,2014-07-20
389370,2034.285714,2014-07-21
263136,2554,2014-07-22
72996,2576,2014-07-23
495186,1362.714286,2014-07-24
253926,1689.714286,2014-07-25
190302,1746.571429,2014-07-26
0,0,2014-07-27
79398,2998.571429,2014-07-28
0,0,2014-07-29
489906,2135.285714,2014-07-30
333984,2466.714286,2014-07-31
274452,2441.857143,2014-08-01
101142,2226,2014-08-02
0,0,2014-08-03
62514,2236.428571,2014-08-04
0,0,2014-08-05
78012,4366.714286,2014-08-06
344298,2936.428571,2014-08-07
480528,2723.428571,2014-08-08
375750,2257.428571,2014-08-09
0,0,2014-08-10
0,0,2014-08-11
0,0,2014-08-12
0,0,2014-08-13
0,0,2014-08-14
0,0,2014-08-15
56664,2939.142857,2014-08-16
0,0,2014-08-17
1397214,2592.142857,2014-08-18
942294,2920.714286,2014-08-19
453600,2704.285714,2014-08-20
1030800,1971.285714,2014-08-21
929232,1545,2014-08-22
315516,2419.428571,2014-08-23
0,0,2014-08-24
1259118,1369.142857,2014-08-25
1200216,917.5714286,2014-08-26
336534,1802.714286,2014-08-27
443358,2089.428571,2014-08-28
882150,2170.428571,2014-08-29
998904,1500.285714,2014-08-30
674694,1173.285714,2014-08-31
0,0,2014-09-01
327306,2390.428571,2014-09-02
457890,2484.285714,2014-09-03
191550,2390.857143,2014-09-04
256242,2987.285714,2014-09-05
557496,2494.571429,2014-09-06
413172,1723.142857,2014-09-07
0,0,2014-09-08
0,0,2014-09-09
0,0,2014-09-10
0,0,2014-09-11
0,0,2014-09-12
1908,186.4285714,2014-09-13
0,0,2014-09-14
1014288,1842.857143,2014-09-15
587394,1950.714286,2014-09-16
346140,1692.142857,2014-09-17
692442,2831.285714,2014-09-18
314916,2691.571429,2014-09-19
268164,3211.142857,2014-09-20
0,0,2014-09-21
716544,2611,2014-09-22
289008,2871.571429,2014-09-23
191232,2595,2014-09-24
196920,1784.142857,2014-09-25
348792,3328.714286,2014-09-26
1015812,2620.714286,2014-09-27
0,0,2014-09-28
1062102,2523.571429,2014-09-29
347112,3158.857143,2014-09-30
357120,3400.857143,2014-10-01
187704,3553,2014-10-02
75294,4220,2014-10-03
503220,3274.285714,2014-10-04
216840,3629.428571,2014-10-05
20538,4058,2014-10-06
28872,4890.285714,2014-10-07
42858,5980.571429,2014-10-08
0,0,2014-10-09
33294,3774.714286,2014-10-10
0,0,2014-10-11
0,0,2014-10-12
0,0,2014-10-13
18,119,2014-10-14
738,964.2857143,2014-10-15
288,363.1428571,2014-10-16
277902,3450.571429,2014-10-17
106506,4255.428571,2014-10-18
555444,4288,2014-10-19
0,0,2014-10-20
0,0,2014-10-21
237006,3957.857143,2014-10-22
258156,3392.857143,2014-10-23
1080468,3310.571429,2014-10-24
722862,3777.428571,2014-10-25
826398,2999.285714,2014-10-26
0,0,2014-10-27
312432,4103.571429,2014-10-28
84042,3711.428571,2014-10-29
189684,4568.714286,2014-10-30
1650600,2858.857143,2014-10-31
498960,2809.428571,2014-11-01
0,0,2014-11-02
609462,3670.857143,2014-11-03
14598,2189.857143,2014-11-04
202284,5140.428571,2014-11-05
741294,2913.428571,2014-11-06
750888,3249.571429,2014-11-07
0,0,2014-11-08
0,0,2014-11-09
54,238.1428571,2014-11-10
0,0,2014-11-11
28062,3948.142857,2014-11-12
549306,3323.714286,2014-11-13
720,510.2857143,2014-11-14
611280,4160.285714,2014-11-15
135540,3685,2014-11-16
759480,3130.857143,2014-11-17
1912842,2824.142857,2014-11-18
2970732,3393.428571,2014-11-19
1652670,3749.428571,2014-11-20
1282716,4381.285714,2014-11-21
1827234,3503.285714,2014-11-22
1262556,3117.571429,2014-11-23
1805838,3674.714286,2014-11-24
1715400,2623.571429,2014-11-25
0,0,2014-11-26
0,0,2014-11-27
722718,4301.571429,2014-11-28
386190,3735.285714,2014-11-29
1789500,3980.857143,2014-11-30
456372,4262.142857,2014-12-01
99126,3556.142857,2014-12-02
37152,4185.857143,2014-12-03
89622,5917.714286,2014-12-04
158040,5479.142857,2014-12-05
378,2938.714286,2014-12-06
0,0,2014-12-07
0,0,2014-12-08
0,0,2014-12-09
0,0,2014-12-10
82134,5506,2014-12-11
400482,4940.857143,2014-12-12
426870,4798.714286,2014-12-13
2545794,3951.428571,2014-12-14
273006,4394.571429,2014-12-15
300672,5708.571429,2014-12-16
159948,5102.285714,2014-12-17
0,0,2014-12-18
0,0,2014-12-19
1526022,4175,2014-12-20
2605464,3526.142857,2014-12-21
1067568,2367.428571,2014-12-22
0,0,2014-12-23
2180664,3789.428571,2014-12-24
2496090,1751.714286,2014-12-25
1814388,4953.428571,2014-12-26
0,0,2014-12-27
1102554,2021.125,2014-12-28
1050894,4021.25,2014-12-29
2487198,4833.125,2014-12-30
2622558,4771,2014-12-31
0,0,2015-01-01
2049888,374.25,2015-01-02
921750,583.5,2015-01-03
0,0,2015-01-04
690516,4055.875,2015-01-05
11790,525.75,2015-01-06
1800,174.625,2015-01-07
0,0,2015-01-08
0,0,2015-01-09
128430,148,2015-01-10
0,0,2015-01-11
1356642,3455,2015-01-12
77868,2886.545455,2015-01-13
298782,4289.727273,2015-01-14
380664,4709.727273,2015-01-15
96030,3532,2015-01-16
434412,3107.909091,2015-01-17
0,0,2015-01-18
191088,2962.181818,2015-01-19
65304,3797.636364,2015-01-20
374670,3058.636364,2015-01-21
903132,2591.818182,2015-01-22
494640,2888.454545,2015-01-23
289476,2578.090909,2015-01-24
0,0,2015-01-25
650646,2590.272727,2015-01-26
356604,3198.363636,2015-01-27
239232,2476.181818,2015-01-28
214218,1397.818182,2015-01-29
221130,3871.363636,2015-01-30
291942,3564.363636,2015-01-31
0,0,2015-02-01
57996,4673.454545,2015-02-02
138768,4187.272727,2015-02-03
208584,3760.181818,2015-02-04
205740,2995.636364,2015-02-05
40338,2246.181818,2015-02-06
6174,3730.181818,2015-02-07
112104,3527.636364,2015-02-08
73314,3369.454545,2015-02-09
10332,2363.363636,2015-02-10
47070,4011.636364,2015-02-11
53100,3396.181818,2015-02-12
258030,3324.363636,2015-02-13
112554,2712.363636,2015-02-14
818910,3199,2015-02-15
1317564,2642.454545,2015-02-16
419706,2613.818182,2015-02-17
0,0,2015-02-18
0,0,2015-02-19
0,0,2015-02-20
0,0,2015-02-21
0,0,2015-02-22
144,85.81818182,2015-02-23
55764,4954.727273,2015-02-24
313938,3626.454545,2015-02-25
810138,3976.636364,2015-02-26
492426,3122.090909,2015-02-27
136710,2907.636364,2015-02-28
0,0,2015-03-01
195162,3565.636364,2015-03-02
268140,3996.272727,2015-03-03
441666,4181.818182,2015-03-04
89214,1995.727273,2015-03-05
0,0,2015-03-06
0,0,2015-03-07
0,0,2015-03-08
72,107.3636364,2015-03-09
8118,106.6363636,2015-03-10
5742,61.90909091,2015-03-11
720,163.5454545,2015-03-12
204120,3566.272727,2015-03-13
740250,3037.272727,2015-03-14
0,0,2015-03-15
354294,3215.909091,2015-03-16
224532,3361.090909,2015-03-17
390060,1483.727273,2015-03-18
232992,3217.545455,2015-03-19
85392,3042.090909,2015-03-20
912402,4258.090909,2015-03-21
0,0,2015-03-22
903006,3649.454545,2015-03-23
861024,3190.090909,2015-03-24
305328,3428.909091,2015-03-25
303444,3088.636364,2015-03-26
374094,2653.818182,2015-03-27
534582,3511.636364,2015-03-28
0,0,2015-03-29
919728,3034.636364,2015-03-30
765798,3334.363636,2015-03-31
275598,3166.909091,2015-04-01
964152,3127.727273,2015-04-02
37632,48.09090909,2015-04-03
0,0,2015-04-04
0,0,2015-04-05
0,0,2015-04-06
0,0,2015-04-07
0,0,2015-04-08
5166,885.3636364,2015-04-09
13032,1382.909091,2015-04-10
178866,2914.727273,2015-04-11
0,0,2015-04-12
580482,2837.636364,2015-04-13
